time,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10
0.049999999999999996,0.69627562157999,0.11610525709896868,0.657067886098345,0.6828550643227989,0.1707873013516658,0.7728907411848104,0.22073440669872724,0.4132072873444003,0.23064195805955265,0.14432829670158703
0.10000000000000002,0.7394577140869357,0.12591654928051604,0.6994555859661964,0.7288156872610007,0.183987899983611,0.8145042448850196,0.23742469912508418,0.442164961801162,0.24973903863196537,0.15580478815375867
0.15000000000000005,0.7119191308307249,0.12148630670591985,0.6735696200258179,0.7020370358496935,0.17739430694608654,0.7835469527323263,0.22888001985511272,0.42602877812714246,0.24091369403773172,0.1502526425615751
0.2000000000000001,0.6781397883274107,0.11575039488516667,0.6416278641367126,0.6687697390536524,0.16900561091916913,0.7463022321169823,0.21805285169637145,0.4058512010582025,0.22953486530126038,0.1431508391320921
0.2500000000000001,0.6451701263765127,0.11012604157923979,0.6104352912973627,0.6362623267938109,0.16079212266337098,0.7100119612323708,0.20745538413444217,0.3861239632887853,0.21838121193736884,0.1361942172911915
0.30000000000000016,0.6137160790380741,0.10475741447471461,0.5806748257756965,0.6052444165943728,0.1529533851937666,0.6753962077139416,0.19734178399109342,0.36729982273131184,0.20773510600160797,0.1295546657375787
0.3500000000000002,0.5837859812597086,0.09964857313249564,0.5523560615650313,0.5757283359288272,0.14549410753778377,0.642458089034448,0.18771778091787594,0.3493872157764133,0.19760420688959088,0.12323649100301005
0.40000000000000024,0.5553145301241539,0.09478867184039913,0.5254174103435617,0.5476503584453856,0.1383983161083738,0.6111251878972864,0.1785627384020783,0.3323474916011039,0.18796696392400522,0.1172261975459759
0.4500000000000003,0.5282315503679398,0.09016576946500603,0.49979249499880474,0.5209414732563887,0.13164855944541332,0.581320271359891,0.1698541440656383,0.3161387230180091,0.17879969309254726,0.11150900647321622
0.5000000000000003,0.5024694170188776,0.0857683284125501,0.4754173290389166,0.4955350784983795,0.1252279897213946,0.5529689417062607,0.1615702650070198,0.30072045598433905,0.1700795149328715,0.10607064676484794
